order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
13505,1380,2023-06-05,171,5,553.84,2769.20,Cancelled,
13506,2669,2025-04-16,282,5,207.13,1035.65,Completed,2025-04-23
13507,2414,2025-02-05,357,1,552.79,552.79,Completed,2025-02-11
13508,7306,2023-09-17,323,1,542.55,542.55,Cancelled,
13509,4515,2023-03-29,104,4,39.56,158.24,Completed,2023-04-03
13510,635,2024-03-07,69,3,184.54,553.62,Completed,2024-03-10
13511,6951,2024-06-30,203,5,801.86,4009.30,Completed,2024-07-05
13512,7709,2024-09-25,164,3,62.01,186.03,Pending,
13513,808,2024-09-14,218,2,268.29,536.58,Completed,2024-09-15
13514,1458,2024-01-29,498,2,348.95,697.90,Completed,2024-02-04
13515,1489,2024-05-03,73,2,119.57,239.14,Completed,2024-05-09
13516,6698,2024-05-12,277,2,370.44,740.88,Completed,2024-05-18
13517,398,2024-08-20,251,5,321.94,1609.70,Completed,2024-08-24
13518,9110,2025-10-18,281,1,378.27,378.27,Completed,2025-10-18
13519,5865,2023-07-30,268,4,482.59,1930.36,Completed,2023-07-31
13520,7672,2025-08-31,370,4,606.09,2424.36,Completed,2025-09-01
13521,3452,2026-07-16,20,3,567.92,1703.76,Completed,2026-07-21
13522,1584,2025-12-09,25,3,284.55,853.65,Pending,
13523,9949,2026-07-21,199,2,514.73,1029.46,Completed,2026-07-21
13524,8906,2025-11-21,358,1,766.50,766.50,Completed,2025-11-24
13525,5654,2024-12-13,53,2,723.03,1446.06,Completed,2024-12-14
13526,7894,2026-06-14,249,5,46.16,230.80,Completed,2026-06-21
13527,2077,2026-06-07,330,2,104.91,209.82,Completed,2026-06-10
13528,8028,2025-02-07,195,5,478.64,2393.20,Completed,2025-02-10
13529,3076,2024-02-23,181,2,242.51,485.02,Completed,2024-02-23
13530,9425,2023-04-29,92,4,759.80,3039.20,Completed,2023-05-06
13531,4977,2024-07-20,326,5,516.90,2584.50,Completed,2024-07-27
13532,4048,2025-11-11,452,2,400.44,800.88,Completed,2025-11-18
13533,990,2026-05-28,80,2,544.06,1088.12,Completed,2026-05-31
13534,7170,2023-05-18,500,3,480.24,1440.72,Completed,2023-05-20
13535,4122,2023-08-01,388,3,321.21,963.63,Completed,2023-08-04
13536,2116,2024-02-10,417,5,244.29,1221.45,Completed,2024-02-14
13537,1625,2025-05-06,437,4,312.06,1248.24,Completed,2025-05-08
13538,986,2023-03-30,335,1,103.13,103.13,Completed,2023-04-04
13539,4622,2024-09-24,235,5,523.78,2618.90,Completed,2024-09-27
13540,3379,2023-04-06,312,3,111.79,335.37,Completed,2023-04-10
13541,4921,2024-02-16,6,3,420.09,1260.27,Completed,2024-02-17
13542,9527,2024-11-14,46,1,682.11,682.11,Completed,2024-11-16
13543,1829,2024-08-17,313,1,336.34,336.34,Completed,2024-08-19
13544,1921,2023-06-14,129,4,793.28,3173.12,Cancelled,
13545,6773,2024-10-16,316,3,222.24,666.72,Completed,2024-10-20
13546,7674,2024-12-02,105,4,512.14,2048.56,Completed,2024-12-08
13547,9781,2025-02-20,84,2,60.94,121.88,Completed,2025-02-26
13548,6734,2025-11-21,193,1,719.31,719.31,Completed,2025-11-21
13549,2313,2024-11-24,431,3,499.08,1497.24,Pending,
13550,8273,2024-10-01,170,4,380.03,1520.12,Pending,
13551,6573,2023-12-06,306,5,326.16,1630.80,Completed,2023-12-09
13552,5774,2025-07-11,299,3,246.61,739.83,Completed,2025-07-17
13553,5154,2024-11-08,133,1,293.08,293.08,Completed,2024-11-09
13554,5581,2025-01-28,162,3,208.11,624.33,Completed,2025-01-30
13555,117,2025-10-23,342,1,701.70,701.70,Cancelled,
13556,8545,2023-07-20,406,5,242.32,1211.60,Cancelled,
13557,3774,2025-11-01,492,5,769.09,3845.45,Completed,2025-11-01
13558,8533,2024-08-04,87,2,324.48,648.96,Completed,2024-08-04
13559,8258,2025-03-26,367,5,493.87,2469.35,Cancelled,
13560,1327,2024-05-17,91,3,12.94,38.82,Completed,2024-05-17
13561,3367,2024-01-26,366,1,17.44,17.44,Completed,2024-02-02
13562,6315,2023-08-10,34,4,432.32,1729.28,Completed,2023-08-15
13563,7410,2024-02-04,255,5,438.92,2194.60,Completed,2024-02-05
13564,9714,2025-09-15,292,3,324.73,974.19,Completed,2025-09-21
13565,9381,2023-06-14,365,1,94.41,94.41,Completed,2023-06-19
13566,7682,2024-11-18,316,4,245.88,983.52,Cancelled,
13567,869,2023-04-08,41,2,698.68,1397.36,Completed,2023-04-14
13568,8479,2023-12-24,210,2,251.18,502.36,Completed,2023-12-28
13569,7276,2024-07-27,444,2,64.36,128.72,Pending,
13570,4892,2025-04-20,195,1,430.66,430.66,Completed,2025-04-27
13571,2597,2025-09-11,195,4,407.24,1628.96,Cancelled,
13572,6092,2025-01-27,173,1,706.39,706.39,Pending,
13573,4886,2026-03-10,54,1,568.77,568.77,Pending,
13574,977,2023-04-03,106,5,438.71,2193.55,Completed,2023-04-08
13575,7877,2023-01-08,96,5,510.85,2554.25,Completed,2023-01-09
13576,2251,2025-03-02,466,3,687.84,2063.52,Completed,2025-03-07
13577,5939,2026-06-15,3,4,499.04,1996.16,Completed,2026-06-22
13578,7411,2025-07-27,131,2,6.38,12.76,Completed,2025-07-31
13579,3771,2023-01-27,487,4,648.38,2593.52,Completed,2023-01-27
13580,6094,2023-10-03,167,4,337.03,1348.12,Completed,2023-10-10
13581,4127,2025-01-28,197,2,586.61,1173.22,Pending,
13582,3418,2025-06-09,443,1,36.28,36.28,Completed,2025-06-15
13583,846,2024-10-31,75,1,271.76,271.76,Completed,2024-11-07
13584,4190,2023-04-08,378,2,443.03,886.06,Pending,
13585,212,2024-11-03,434,2,136.85,273.70,Completed,2024-11-07
13586,464,2026-07-10,316,2,234.35,468.70,Completed,2026-07-17
13587,6642,2024-05-27,44,2,777.82,1555.64,Completed,2024-06-03
13588,6454,2023-02-19,221,5,135.79,678.95,Completed,2023-02-26
13589,4565,2024-05-07,440,1,334.93,334.93,Completed,2024-05-11
13590,7604,2025-05-21,37,4,564.58,2258.32,Cancelled,
13591,2290,2025-04-01,364,3,673.88,2021.64,Completed,2025-04-03
13592,2319,2025-04-28,262,2,229.90,459.80,Completed,2025-05-01
13593,7617,2023-06-03,185,1,162.46,162.46,Completed,2023-06-09
13594,5769,2023-09-25,267,5,689.15,3445.75,Completed,2023-09-25
13595,1117,2026-02-19,60,4,62.96,251.84,Pending,
13596,969,2025-01-11,135,2,556.42,1112.84,Completed,2025-01-18
13597,1731,2023-04-02,368,2,39.90,79.80,Completed,2023-04-03
13598,7170,2026-03-29,133,5,263.44,1317.20,Completed,2026-03-29
13599,7049,2023-09-03,340,5,94.31,471.55,Completed,2023-09-08
13600,4761,2023-05-20,311,2,434.83,869.66,Pending,
13601,658,2026-07-28,488,4,47.49,189.96,Completed,2026-08-03
13602,2520,2024-10-14,438,1,476.20,476.20,Completed,2024-10-16
13603,5175,2026-06-18,186,2,586.40,1172.80,Completed,2026-06-21
13604,6998,2025-05-03,43,2,123.35,246.70,Completed,2025-05-04
13605,4227,2023-11-12,117,5,632.04,3160.20,Completed,2023-11-17
13606,4821,2024-08-30,38,4,620.26,2481.04,Completed,2024-09-01
13607,89,2025-07-27,470,3,35.81,107.43,Completed,2025-07-31
13608,2808,2024-10-27,482,3,726.99,2180.97,Completed,2024-10-31
13609,1860,2025-03-24,344,4,497.45,1989.80,Cancelled,
13610,1058,2025-03-05,143,5,583.74,2918.70,Completed,2025-03-07
13611,9944,2024-10-25,380,1,308.58,308.58,Cancelled,
13612,2885,2025-11-26,465,1,264.89,264.89,Completed,2025-12-01
13613,3915,2023-12-08,18,5,210.44,1052.20,Completed,2023-12-13
13614,1696,2023-12-29,241,4,130.62,522.48,Cancelled,
13615,9871,2023-02-20,377,2,127.22,254.44,Completed,2023-02-23
13616,2791,2026-01-23,50,1,574.86,574.86,Completed,2026-01-23
13617,599,2025-09-21,4,5,403.44,2017.20,Pending,
13618,1889,2025-08-03,176,1,684.59,684.59,Completed,2025-08-10
13619,7672,2024-09-26,278,1,485.55,485.55,Pending,
13620,2868,2025-07-24,224,4,226.79,907.16,Pending,
13621,1140,2023-01-06,297,2,342.79,685.58,Completed,2023-01-06
13622,2819,2024-09-12,478,5,778.49,3892.45,Completed,2024-09-14
13623,5144,2024-07-12,349,2,622.03,1244.06,Completed,2024-07-15
13624,8875,2024-09-03,234,4,75.44,301.76,Completed,2024-09-08
13625,7895,2026-03-24,15,1,423.42,423.42,Completed,2026-03-26
13626,5181,2025-10-13,385,5,357.65,1788.25,Pending,
13627,2083,2023-10-30,226,3,38.30,114.90,Completed,2023-11-03
13628,7823,2024-02-12,252,3,525.33,1575.99,Completed,2024-02-13
13629,564,2025-01-08,28,5,124.41,622.05,Completed,2025-01-08
13630,7407,2023-12-27,469,4,372.97,1491.88,Completed,2023-12-29
13631,1112,2024-02-02,398,5,678.63,3393.15,Completed,2024-02-04
13632,7631,2023-08-07,308,3,284.27,852.81,Completed,2023-08-14
13633,7423,2025-07-15,73,3,116.78,350.34,Completed,2025-07-21
13634,8175,2025-02-05,212,4,63.08,252.32,Completed,2025-02-11
13635,3850,2023-11-13,443,3,33.06,99.18,Completed,2023-11-13
13636,6449,2023-03-20,,2,26.86,53.72,Completed,2023-03-27
13637,5184,2024-01-16,336,2,757.22,1514.44,Completed,2024-01-22
13638,5703,2023-06-21,66,4,49.44,197.76,Completed,2023-06-26
13639,1319,2025-11-12,356,1,779.49,779.49,Cancelled,
13640,3831,2026-01-01,365,4,94.35,377.40,Completed,2026-01-02
13641,3059,2023-06-28,248,4,662.95,2651.80,Completed,2023-07-04
13642,5640,2026-03-07,116,2,23.08,46.16,Completed,2026-03-07
13643,5855,2023-01-09,339,4,439.06,1756.24,Completed,2023-01-09
13644,8225,2026-05-05,203,1,661.34,661.34,Cancelled,
13645,2669,2025-10-09,29,2,408.73,817.46,Completed,2025-10-10
13646,7667,2023-08-21,340,5,89.98,449.90,Completed,2023-08-26
13647,1295,2023-06-14,373,2,246.58,493.16,Completed,2023-06-14
13648,6035,2026-06-06,5,5,168.02,840.10,Completed,2026-06-07
13649,9385,2024-04-06,496,4,363.47,1453.88,Completed,2024-04-08
13650,810,2024-05-18,136,5,512.72,2563.60,Completed,2024-05-23
13651,9641,2023-09-30,435,3,141.28,423.84,Completed,2023-10-04
13652,9737,2024-12-01,1,3,439.04,1317.12,Completed,2024-12-07
13653,8722,2023-09-16,379,1,404.97,404.97,Completed,2023-09-16
13654,8037,2026-02-13,401,4,639.90,2559.60,Completed,2026-02-15
13655,842,2025-12-09,88,4,236.74,946.96,Completed,2025-12-16
13656,2464,2025-06-03,209,4,336.43,1345.72,Completed,2025-06-09
13657,129,2023-01-27,49,4,636.94,2547.76,Completed,2023-01-30
13658,3622,2026-07-16,32,5,75.04,375.20,Cancelled,
13659,9371,2023-07-04,309,2,424.06,848.12,Completed,2023-07-10
13660,9365,2023-11-11,215,5,80.69,403.45,Completed,2023-11-11
13661,2943,2024-06-05,42,1,679.71,679.71,Completed,2024-06-06
13662,2275,2024-05-13,207,2,461.51,923.02,Completed,2024-05-19
13663,1341,2024-05-13,362,5,242.57,1212.85,Pending,
13664,776,2026-05-24,337,4,70.48,281.92,Completed,2026-05-26
13665,1100,2026-02-21,409,4,189.26,757.04,Completed,2026-02-27
13666,5612,2024-07-01,418,5,134.53,672.65,Completed,2024-07-07
13667,6661,2023-10-19,222,2,601.25,1202.50,Completed,2023-10-19
13668,4347,2025-12-30,,1,596.05,596.05,Completed,2026-01-05
13669,3992,2023-09-21,362,5,275.05,1375.25,Completed,2023-09-22
13670,2392,2025-06-27,485,3,323.45,970.35,Pending,
13671,9530,2025-04-21,339,4,428.66,1714.64,Cancelled,
13672,892,2025-03-31,165,3,551.88,1655.64,Completed,2025-03-31
13673,3770,2023-03-05,230,2,672.21,1344.42,Completed,2023-03-05
13674,8083,2025-02-13,382,2,520.70,1041.40,Completed,2025-02-15
13675,8396,2023-07-11,386,3,771.00,2313.00,Cancelled,
13676,5573,2025-12-28,195,3,462.12,1386.36,Completed,2026-01-03
13677,7446,2023-10-01,223,2,498.32,996.64,Completed,2023-10-03
13678,5878,2026-04-03,417,1,240.49,240.49,Completed,2026-04-09
13679,9013,2025-10-17,492,4,650.56,2602.24,Completed,2025-10-20
13680,3915,2023-10-18,148,3,511.41,1534.23,Completed,2023-10-21
13681,59,2023-11-22,201,3,84.27,252.81,Completed,2023-11-23
13682,7996,2024-12-15,340,2,88.90,177.80,Completed,2024-12-15
13683,3316,2023-09-19,330,3,98.41,295.23,Completed,2023-09-24
13684,8024,2024-07-21,7,4,325.20,1300.80,Completed,2024-07-24
13685,3300,2025-01-19,273,1,25.85,25.85,Completed,2025-01-25
13686,1886,2023-09-28,431,1,451.47,451.47,Pending,
13687,5306,2024-11-29,308,1,290.05,290.05,Completed,2024-12-03
13688,2631,2026-05-24,362,1,230.84,230.84,Pending,
13689,5960,2023-03-28,495,4,627.33,2509.32,Completed,2023-04-04
13690,8237,2026-03-21,355,4,326.25,1305.00,Completed,2026-03-21
13691,3750,2023-11-19,256,5,779.70,3898.50,Completed,2023-11-26
13692,8249,2023-10-29,353,2,74.25,148.50,Completed,2023-10-30
13693,7854,2023-12-13,219,4,256.33,1025.32,Cancelled,
13694,9664,2026-07-31,146,1,550.48,550.48,Completed,2026-08-02
13695,2711,2024-12-18,275,2,379.07,758.14,Completed,2024-12-24
13696,3374,2025-04-19,81,4,44.80,179.20,Cancelled,
13697,2856,2026-01-13,397,4,179.04,716.16,Pending,
13698,6024,2023-01-28,448,3,263.81,791.43,Completed,2023-02-04
13699,7915,2023-06-15,292,3,303.67,911.01,Pending,
13700,6908,2024-01-24,492,2,629.50,1259.00,Completed,2024-01-28
13701,9821,2023-06-28,245,3,52.93,158.79,Completed,2023-06-29
13702,2862,2023-10-29,169,3,712.85,2138.55,Cancelled,
13703,935,2025-01-25,134,5,505.56,2527.80,Completed,2025-01-31
13704,5066,2025-08-21,329,1,228.04,228.04,Completed,2025-08-21
13705,2098,2023-10-26,500,1,423.73,423.73,Completed,2023-10-30
13706,3485,2023-02-21,107,5,82.95,414.75,Completed,2023-02-28
13707,2600,2025-03-14,138,1,557.29,557.29,Completed,2025-03-17
13708,4059,2026-05-29,309,1,377.12,377.12,Completed,2026-06-02
13709,8888,2026-03-02,305,1,723.79,723.79,Completed,2026-03-03
13710,5926,2025-03-26,283,1,252.37,252.37,Completed,2025-03-26
13711,1111,2025-09-12,459,3,515.38,1546.14,Completed,2025-09-18
13712,9878,2023-09-09,145,2,76.05,152.10,Completed,2023-09-09
13713,7072,2025-06-22,492,1,756.29,756.29,Completed,2025-06-25
13714,3994,2025-04-17,23,4,179.17,716.68,Cancelled,
13715,7952,2024-12-23,7,5,352.55,1762.75,Completed,2024-12-27
13716,1026,2024-01-21,79,2,248.42,496.84,Cancelled,
13717,9736,2024-02-05,149,4,334.48,1337.92,Completed,2024-02-09
13718,5789,2023-11-08,310,3,144.30,432.90,Completed,2023-11-08
13719,1096,2024-09-14,52,2,598.32,1196.64,Completed,2024-09-18
13720,1009,2023-09-17,234,4,65.94,263.76,Completed,2023-09-23
13721,2552,2024-11-17,278,1,556.14,556.14,Completed,2024-11-23
13722,4114,2024-10-18,207,1,412.44,412.44,Completed,2024-10-23
13723,8506,2026-07-13,135,3,559.95,1679.85,Completed,2026-07-20
13724,8353,2025-03-03,79,5,235.09,1175.45,Pending,
13725,4750,2026-06-16,312,5,108.97,544.85,Pending,
13726,3999,2024-03-23,193,4,649.84,2599.36,Completed,2024-03-23
13727,6521,2024-05-22,60,4,60.44,241.76,Completed,2024-05-28
13728,6679,2026-03-06,429,3,623.45,1870.35,Completed,2026-03-10
13729,9169,2024-01-25,426,3,573.60,1720.80,Completed,2024-01-29
13730,140,2024-06-02,126,2,144.67,289.34,Completed,2024-06-04
13731,8135,2026-07-19,170,3,382.05,1146.15,Completed,2026-07-21
13732,5935,2024-03-12,361,4,165.24,660.96,Completed,2024-03-15
13733,5562,2025-01-28,54,4,586.70,2346.80,Completed,2025-02-01
13734,4818,2023-10-17,490,3,24.39,73.17,Completed,2023-10-18
13735,5242,2025-01-05,202,4,552.31,2209.24,Completed,2025-01-05
13736,1684,2023-06-15,78,1,462.25,462.25,Completed,2023-06-20
13737,9679,2024-12-27,277,4,420.40,1681.60,Cancelled,
13738,694,2025-01-20,32,5,66.19,330.95,Completed,2025-01-25
13739,7369,2023-08-20,438,2,516.79,1033.58,Cancelled,
13740,5969,2023-06-29,281,5,415.60,2078.00,Completed,2023-07-01
13741,5817,2025-06-04,401,5,760.40,3802.00,Completed,2025-06-04
13742,5091,2023-06-29,356,1,648.75,648.75,Completed,2023-07-06
13743,5904,2023-03-28,361,2,170.53,341.06,Completed,2023-04-02
13744,148,2023-03-01,396,3,305.11,915.33,Pending,
13745,125,2023-09-29,414,2,185.24,370.48,Completed,2023-10-01
13746,5941,2023-04-07,282,4,198.97,795.88,Completed,2023-04-13
13747,7683,2025-02-10,66,1,49.12,49.12,Completed,2025-02-12
13748,8448,2024-01-19,232,1,60.65,60.65,Completed,2024-01-22
13749,9410,2024-09-10,237,5,250.06,1250.30,Completed,2024-09-14
13750,8486,2025-06-21,453,3,284.85,854.55,Pending,
13751,7322,2024-02-15,140,4,256.43,1025.72,Completed,2024-02-17
13752,6357,2025-08-15,315,4,55.01,220.04,Completed,2025-08-15
13753,1583,2026-05-05,284,5,649.85,3249.25,Completed,2026-05-07
13754,6676,2026-04-26,489,4,294.00,1176.00,Completed,2026-04-28
13755,6629,2026-04-22,450,3,763.11,2289.33,Completed,2026-04-22
13756,2971,2026-05-25,125,4,252.75,1011.00,Cancelled,
13757,4186,2024-02-25,478,5,720.18,3600.90,Completed,2024-02-28
13758,6068,2024-01-26,322,3,637.82,1913.46,Cancelled,
13759,,2023-09-06,12,1,421.13,421.13,Completed,2023-09-06
13760,6769,2024-04-19,414,3,170.75,512.25,Completed,2024-04-26
13761,472,2023-12-16,385,2,326.62,653.24,Completed,2023-12-19
13762,9000,2024-10-16,300,2,642.74,1285.48,Completed,2024-10-17
13763,8671,2025-03-13,136,1,546.74,546.74,Pending,
13764,4339,2025-12-30,411,5,620.40,3102.00,Completed,2026-01-01
13765,7102,2025-05-07,288,1,285.82,285.82,Cancelled,
13766,6320,2026-03-12,211,2,410.37,820.74,Completed,2026-03-14
13767,5296,2023-08-18,261,2,759.73,1519.46,Completed,2023-08-22
13768,8744,2023-12-13,123,1,229.03,229.03,Completed,2023-12-18
13769,3966,2025-01-24,47,3,188.23,564.69,Completed,2025-01-29
13770,3720,2024-10-01,301,4,314.33,1257.32,Completed,2024-10-07
13771,174,2025-09-16,187,5,634.97,3174.85,Cancelled,
13772,5588,2025-09-30,115,5,705.91,3529.55,Completed,2025-10-04
13773,5299,2024-01-04,303,5,171.29,856.45,Completed,2024-01-07
13774,4627,2024-05-22,499,3,53.02,159.06,Completed,2024-05-23
13775,4459,2026-04-27,434,1,149.94,149.94,Completed,2026-05-03
13776,2279,2023-06-09,294,1,763.33,763.33,Completed,2023-06-10
13777,3457,2026-02-27,276,5,352.70,1763.50,Completed,2026-03-05
13778,254,2026-07-18,36,5,656.21,3281.05,Completed,2026-07-21
13779,7261,2024-06-17,159,1,745.84,745.84,Completed,2024-06-17
13780,3319,2023-01-07,21,2,506.01,1012.02,Pending,
13781,6588,2024-04-26,412,4,94.17,376.68,Completed,2024-04-28
13782,7931,2026-06-27,250,5,511.76,2558.80,Completed,2026-07-02
13783,1837,2025-09-15,365,2,94.85,189.70,Completed,2025-09-21
13784,7876,2023-08-04,245,4,59.98,239.92,Completed,2023-08-11
13785,5570,2026-04-21,3,2,521.26,1042.52,Completed,2026-04-24
13786,1587,2024-03-21,367,4,436.43,1745.72,Completed,2024-03-28
13787,5859,2024-06-27,288,4,261.17,1044.68,Cancelled,
13788,5189,2024-01-21,61,5,164.33,821.65,Completed,2024-01-28
13789,2978,2024-11-13,487,3,687.24,2061.72,Completed,2024-11-16
13790,5703,2026-02-03,365,5,92.33,461.65,Pending,
13791,5799,2026-07-04,329,4,229.20,916.80,Completed,2026-07-09
13792,3606,2025-01-31,33,5,132.81,664.05,Completed,2025-02-04
13793,8244,2025-01-05,74,5,628.06,3140.30,Completed,2025-01-09
13794,5135,2025-08-11,188,4,96.38,385.52,Completed,2025-08-16
13795,7558,2023-04-30,132,1,575.00,575.00,Completed,2023-05-01
13796,1212,2023-10-15,396,5,287.61,1438.05,Completed,2023-10-16
13797,6509,2024-07-25,91,5,11.92,59.60,Completed,2024-07-25
13798,1392,2024-02-28,95,5,227.40,1137.00,Completed,2024-03-03
13799,1957,2023-09-03,230,2,727.33,1454.66,Pending,
13800,2747,2025-01-11,373,2,247.41,494.82,Completed,2025-01-14
13801,7344,2026-07-06,325,2,495.85,991.70,Completed,2026-07-11
13802,6360,2025-10-19,365,3,85.74,257.22,Completed,2025-10-23
13803,9908,2024-04-01,82,2,759.43,1518.86,Completed,2024-04-02
13804,5883,2026-02-27,500,1,409.72,409.72,Completed,2026-03-02
13805,8732,2023-09-12,327,3,242.58,727.74,Completed,2023-09-15
13806,7640,2023-06-10,123,2,234.45,468.90,Completed,2023-06-17
13807,8694,2023-10-26,187,4,653.54,2614.16,Completed,2023-10-31
13808,8729,2024-09-24,245,1,60.15,60.15,Completed,2024-09-29
13809,8321,2024-11-29,144,1,464.01,464.01,Completed,2024-12-03
13810,7658,2025-09-01,145,5,77.89,389.45,Completed,2025-09-02
13811,6371,2024-11-16,396,5,299.90,1499.50,Cancelled,
13812,4489,2025-12-13,110,4,257.59,1030.36,Pending,
13813,8970,2023-01-05,323,1,541.44,541.44,Cancelled,
13814,1898,2023-01-26,335,2,111.71,223.42,Completed,2023-02-01
13815,5127,2025-10-06,456,1,266.54,266.54,Completed,2025-10-11
13816,4000,2024-07-12,342,4,760.09,3040.36,Completed,2024-07-14
13817,8686,2023-05-31,179,1,98.69,98.69,Completed,2023-05-31
13818,9454,2026-07-22,56,2,211.40,422.80,Cancelled,
13819,2039,2023-07-25,211,2,403.94,807.88,Completed,2023-08-01
13820,6923,2023-12-22,407,1,481.70,481.70,Completed,2023-12-23
13821,4333,2024-07-02,353,3,82.48,247.44,Completed,2024-07-05
13822,6009,2024-05-08,142,3,323.15,969.45,Pending,
13823,2156,2024-08-06,112,2,482.70,965.40,Completed,2024-08-10
13824,5455,2026-05-25,172,5,375.90,1879.50,Completed,2026-05-31
13825,3335,2025-10-19,486,5,78.41,392.05,Cancelled,
13826,6334,2023-10-06,122,2,173.98,347.96,Completed,2023-10-09
13827,9066,2025-05-23,417,1,278.04,278.04,Completed,2025-05-28
13828,6910,2025-01-29,362,1,272.53,272.53,Pending,
13829,7188,2023-06-11,425,1,124.00,124.00,Cancelled,
13830,6611,2026-02-24,363,4,6.35,25.40,Completed,2026-03-01
13831,3519,2024-11-07,310,5,139.02,695.10,Completed,2024-11-13
13832,8644,2025-08-06,228,5,85.62,428.10,Completed,2025-08-11
13833,3786,2024-11-26,109,2,461.58,923.16,Pending,
13834,7534,2024-02-05,48,3,686.12,2058.36,Pending,
13835,3428,2024-02-01,21,5,436.38,2181.90,Completed,2024-02-06
13836,9419,2025-01-04,407,2,492.18,984.36,Completed,2025-01-10
13837,6801,2025-02-26,124,1,289.66,289.66,Pending,
13838,421,2024-11-02,284,5,624.05,3120.25,Pending,
13839,7480,2025-09-02,53,5,658.86,3294.30,Completed,2025-09-06
13840,7754,2024-11-09,374,1,50.89,50.89,Pending,
13841,1342,2024-05-30,157,4,443.73,1774.92,Completed,2024-05-30
13842,6645,2023-03-09,5,1,180.18,180.18,Completed,2023-03-10
13843,178,2023-05-09,479,1,609.11,609.11,Completed,2023-05-14
13844,4040,2024-04-22,52,3,697.37,2092.11,Completed,2024-04-26
13845,1536,2025-11-15,21,2,502.49,1004.98,Completed,2025-11-17
13846,9429,2024-04-09,82,5,640.13,3200.65,Completed,2024-04-14
13847,7953,2025-04-09,374,3,52.65,157.95,Cancelled,
13848,411,2023-12-31,373,2,253.50,507.00,Completed,2024-01-03
13849,539,2025-03-06,110,2,227.30,454.60,Completed,2025-03-10
13850,2146,2024-05-17,84,4,61.27,245.08,Completed,2024-05-20
13851,1694,2024-03-19,89,1,187.30,187.30,Completed,2024-03-26
13852,7620,2025-07-29,379,5,367.51,1837.55,Completed,2025-07-31
13853,5583,2023-01-12,352,4,364.34,1457.36,Completed,2023-01-17
13854,1582,2023-06-10,298,3,67.55,202.65,Completed,2023-06-11
13855,2374,2024-11-21,307,2,42.43,84.86,Completed,2024-11-28
13856,2684,2024-03-26,289,1,742.10,742.10,Cancelled,
13857,5916,2023-06-12,110,5,237.59,1187.95,Completed,2023-06-18
13858,9029,2025-05-17,290,5,192.56,962.80,Completed,2025-05-23
13859,8736,2024-10-15,373,2,223.08,446.16,Completed,2024-10-15
13860,4031,2024-07-04,105,4,445.56,1782.24,Cancelled,
13861,7576,2025-08-04,377,1,109.74,109.74,Completed,2025-08-09
13862,2609,2025-05-26,451,5,33.53,167.65,Completed,2025-05-31
13863,2077,2023-12-09,144,2,478.37,956.74,Cancelled,
13864,3828,2023-06-11,65,5,379.74,1898.70,Completed,2023-06-16
13865,7285,2024-09-04,348,2,296.62,593.24,Completed,2024-09-05
13866,7324,2025-11-30,431,5,480.60,2403.00,Completed,2025-12-06
13867,995,2025-08-10,320,3,20.41,61.23,Completed,2025-08-15
13868,6064,2025-06-27,175,2,557.29,1114.58,Completed,2025-07-02
13869,9655,2024-11-04,412,2,93.68,187.36,Completed,2024-11-04
13870,,2023-09-16,270,1,484.18,484.18,Completed,2023-09-17
13871,4165,2023-02-07,143,3,556.03,1668.09,Pending,
13872,4899,2025-09-25,265,2,35.36,70.72,Completed,2025-09-28
13873,9203,2023-09-05,361,2,160.41,320.82,Completed,2023-09-11
13874,2321,2026-05-03,286,3,702.71,2108.13,Completed,2026-05-04
13875,5591,2024-01-14,351,3,28.67,86.01,Completed,2024-01-16
13876,5999,2025-08-19,17,1,627.73,627.73,Completed,2025-08-25
13877,7579,2024-02-12,31,1,748.61,748.61,Completed,2024-02-13
13878,5474,2026-02-18,371,1,381.80,381.80,Cancelled,
13879,9118,2024-06-05,173,5,637.27,3186.35,Cancelled,
13880,9323,2024-11-19,294,4,761.44,3045.76,Completed,2024-11-25
13881,5600,2026-07-12,238,1,231.72,231.72,Completed,2026-07-14
13882,2732,2024-03-22,412,2,79.88,159.76,Completed,2024-03-25
13883,8179,2024-09-11,128,4,544.95,2179.80,Pending,
13884,8516,2023-04-09,490,5,28.02,140.10,Completed,2023-04-15
13885,8207,2023-04-22,368,1,46.71,46.71,Completed,2023-04-27
13886,1262,2026-03-09,7,4,316.36,1265.44,Completed,2026-03-09
13887,1214,2023-07-26,307,2,36.88,73.76,Completed,2023-07-26
13888,5354,2025-12-30,411,5,530.18,2650.90,Completed,2025-12-31
13889,3901,2025-05-02,62,3,396.10,1188.30,Completed,2025-05-05
13890,3320,2026-02-27,455,3,598.46,1795.38,Completed,2026-03-05
13891,7585,2025-04-23,490,2,25.00,50.00,Completed,2025-04-29
13892,5132,2025-05-02,208,3,24.74,74.22,Cancelled,
13893,781,2024-06-15,464,4,71.70,286.80,Completed,2024-06-19
13894,8874,2026-01-28,492,1,666.49,666.49,Completed,2026-02-04
13895,7472,2025-02-01,90,5,339.67,1698.35,Completed,2025-02-05
13896,9049,2026-07-20,413,4,374.19,1496.76,Completed,2026-07-26
13897,4719,2025-12-21,144,1,455.47,455.47,Completed,2025-12-21
13898,9827,2023-03-12,159,3,740.32,2220.96,Completed,2023-03-14
13899,3157,2025-11-29,495,2,576.04,1152.08,Completed,2025-12-04
