product_id,product_name,category,price,cost,stock_quantity,reorder_level
481,Wireless Headphones 481,Electronics,115.03,51.76,3936,393
482,Throw Pillow 482,Home,699.91,400.22,840,84
483,Fleece Hoodie 483,Apparel,570.56,317.44,1021,102
484,Jump Rope 484,Sports,231.62,151.77,2234,223
485,Nail Kit 485,Beauty,362.20,201.14,3583,358
486,Organic Coffee 486,Grocery,77.91,55.64,3695,369
487,Puzzle Set 487,Toys,708.27,511.50,3398,339
488,History Guide 488,Books,47.34,26.08,1931,193
489,Smart Watch 489,Electronics,312.00,119.38,1839,183
490,Kitchen Towels 490,Home,27.41,19.80,2746,274
491,Cotton T-Shirt 491,Apparel,634.14,256.85,2350,235
492,Resistance Bands 492,Sports,734.32,395.79,1136,113
493,Shampoo Bottle 493,Beauty,608.27,327.03,43,5
494,Herbal Tea 494,Grocery,725.15,259.31,1766,176
495,Plush Animal 495,Toys,668.79,380.89,4987,498
496,Paperback Novel 496,Books,424.57,167.48,2360,236
497,USB-C Hub 497,Electronics,193.92,77.32,1953,195
498,LED Desk Lamp 498,Home,338.76,226.14,3744,374
499,Baseball Cap 499,Apparel,54.93,37.61,4094,409
500,Dumbbell Pair 500,Sports,479.40,170.94,4221,422
